feature	PT1	PT2	PT3
IL27RA	234	58	1186
IL2RA	324	48	2
IL2RB	884	2074	16
IL2RG	2568	10418	1016
IL3	0	0	0
IL31	0	0	0
IL31RA	0	0	0
IL32	5100	9942	3664
IL33	0	0	0
IL34	0	0	0
IL36A	0	0	0
IL36B	4	0	4
IL36G	0	0	8
IL36RN	0	0	4
IL37	0	0	0
IL3RA	0	0	8
IL4	0	4	0
IL4I1	0	0	6
IL4R	1442	732	84
IL5	0	0	0
IL5RA	0	0	8
IL6	0	0	0
IL6R	1878	1280	144
IL6ST	104	6	4
IL7	0	0	6
IL7R	854	1606	34
IL9	0	0	0
IL9R	0	0	0
ILDR1	0	0	0
ILDR2	0	0	0
ILF2	1128	1354	32
ILF3	404	450	32
ILF3-AS1	216	382	2
ILK	388	2064	16
ILKAP	20	290	124
ILVBL	0	8	44
IMMP1L	22	60	30
IMMP2L	52	8	4
IMMT	24	612	22
IMP3	888	2954	0
IMP4	812	558	8
IMPA1	0	2	2
IMPA2	220	1382	38
IMPACT	66	0	0
IMPAD1	200	404	0
IMPDH1	582	1586	4798
IMPDH2	10	1026	82
IMPG1	0	0	0
IMPG2	0	0	70
INA	0	0	14
INADL	24	0	6
INAFM1	26	338	36
INAFM2	272	50	0
INCA1	0	0	8
INCENP	0	6	4
INE1	0	0	0
INE2	0	0	0
INF2	22	20	22
ING1	120	80	4
ING2	28	0	2
ING3	0	0	2
ING4	12	934	20
ING5	4	4	4
INGX	0	0	0
INHA	0	0	2
INHBA	0	0	0
INHBA-AS1	0	0	2
INHBB	0	0	0
INHBC	0	0	44
INHBE	0	0	0
INIP	26	102	4
INMT	0	0	8
INMT-FAM188B	0	0	0
INO80	134	72	8
INO80B	0	0	0
INO80B-WBP1	0	0	0
INO80C	0	148	0
INO80D	0	0	2
INO80E	0	2	0
INPP1	2	986	4
INPP4A	78	506	4
INPP4B	28	38	0
INPP5A	90	8	26
INPP5B	132	0	14
INPP5D	794	1286	206
INPP5E	0	12	2306
INPP5F	1302	80	0
INPP5J	0	0	1166
INPP5K	468	1510	64
INPPL1	278	868	4
INS	0	0	0
INS-IGF2	0	0	0
INSC	44	0	2
INSIG1	250	556	4
INSIG2	82	328	0
INSL3	0	0	2
INSL4	0	0	0
INSL5	0	0	2
INSL6	0	0	0
INSM1	0	0	0
INSM2	0	0	2
INSR	0	0	26
INSRR	0	0	0
INTS1	20	428	20
INTS10	464	340	108
INTS12	0	0	2
INTS2	192	2	2
INTS3	8	352	20
INTS4	0	178	14
INTS4P2	0	0	0
INTS5	0	4	2
INTS6	666	14	50
INTS6-AS1	0	226	0
INTS7	0	0	16
INTS8	136	0	6
INTS9	14	0	8
INTU	0	0	0
INVS	0	0	2
IP6K1	68	152	20
IP6K2	166	824	26
IP6K3	0	0	2
IPCEF1	360	274	8
IPMK	48	6	8
IPO11	0	0	2
IPO11-LRRC70	0	0	0
IPO13	0	98	4
IPO4	64	2	166
IPO5	150	30	2
IPO5P1	0	2	10
IPO7	0	0	8
IPO8	34	214	5734
IPO9	226	430	132
IPO9-AS1	0	0	0
IPP	0	82	0
IPPK	14	0	4
IPW	0	2	0
IQCA1	0	0	4
IQCA1L	0	0	1278
IQCB1	0	0	4
IQCC	52	0	8
IQCD	0	0	2
IQCE	84	2	2
IQCF1	0	0	0
IQCF2	0	0	0
IQCF3	0	0	0
IQCF4	0	0	0
IQCF5	0	0	0
IQCF5-AS1	0	0	2
IQCF6	0	0	0
IQCG	0	8	0
IQCH	2	0	8
IQCH-AS1	0	26	6
IQCJ	0	0	2
IQCJ-SCHIP1	0	0	0
IQCJ-SCHIP1-AS1	0	0	0
IQCK	0	0	0
IQGAP1	918	1992	68
IQGAP2	292	690	20
IQGAP3	0	0	6
IQSEC1	1252	1914	2398
IQSEC2	94	610	140
IQSEC3	0	0	2
IQUB	0	0	2
IRAIN	0	16	2
IRAK1	476	638	6
IRAK1BP1	0	0	4
IRAK2	10	218	4
IRAK3	64	52	0
IRAK4	34	384	4
IREB2	334	202	0
IRF1	2904	5364	1340
IRF2	88	662	2
IRF2BP1	162	6	22
IRF2BP2	938	244	290
IRF2BPL	4	30	0
IRF3	230	524	54
IRF4	0	1620	2
IRF5	226	1402	4
IRF6	0	0	8
IRF7	376	336	542
IRF8	100	94	2
IRF9	732	664	4
IRG1	0	0	0
IRGC	0	0	10
IRGM	0	0	0
IRGQ	0	10	0
IRS1	0	0	2
IRS2	50	114	4
IRS4	0	0	6
IRX1	0	0	2
IRX2	0	0	0
IRX3	0	0	0
IRX4	0	0	0
IRX5	0	0	4
IRX6	0	0	0
ISCA1	94	16	4
ISCA2	1224	1570	0
ISCU	3330	3166	0
ISG15	1252	2830	1796
ISG20	2676	6200	82
ISG20L2	14	510	0
ISL1	0	0	0
ISL2	16	2	2
ISLR	0	0	10
ISLR2	0	0	6
ISM1	0	0	0
ISM1-AS1	0	0	0
ISM2	0	0	0
ISOC1	32	4	2
ISOC2	0	0	0
ISPD	0	0	0
ISPD-AS1	0	0	0
IST1	1290	1586	120
ISX	0	0	0
ISY1	146	180	0
ISY1-RAB43	0	0	0
ISYNA1	6	378	2910
ITCH	54	30	0
ITFG1	0	0	0
ITFG1-AS1	0	0	0
ITFG2	0	494	6
ITFG3	8	54	62
ITGA1	0	38	0
ITGA10	0	0	8
ITGA11	0	0	30
ITGA2	0	70	0
ITGA2B	62	82	118
ITGA3	0	0	2
ITGA4	512	1212	2
ITGA5	1922	534	66
ITGA6	198	348	4
ITGA7	0	0	6
ITGA8	0	0	8
ITGA9	0	0	4
ITGA9-AS1	0	0	0
ITGAD	2	2	4
ITGAE	276	370	8
ITGAL	1006	1012	36
ITGAM	688	1624	354
ITGAV	128	6	0
ITGAX	550	328	144
ITGB1	114	100	0
ITGB1BP1	16	2040	28
ITGB1BP2	0	0	2
ITGB2	1882	4642	3814
ITGB2-AS1	194	864	78
ITGB3	26	32	24
ITGB3BP	0	52	4
ITGB4	54	0	2
ITGB5	10	44	10
ITGB6	0	0	0
ITGB7	70	218	4
ITGB8	0	2	2
ITGBL1	0	0	8
ITIH1	0	0	4
ITIH2	0	0	8
ITIH3	0	0	8
ITIH4	4	456	2
ITIH4-AS1	0	0	0
ITIH5	0	0	6
ITIH6	0	0	0
ITK	242	182	0
ITLN1	0	0	0
ITLN2	0	14	6
ITM2A	1752	692	10
ITM2B	7088	15224	250
ITM2C	20	16	736
ITPA	602	140	4
ITPK1	346	1224	14522
ITPK1-AS1	0	1866	0
ITPKA	0	0	2
ITPKB	1550	280	16
ITPKB-IT1	160	118	2
ITPKC	6	0	0
ITPR1	0	44	8
ITPR1-AS1	0	0	2
ITPR2	378	2	0
ITPR3	4	414	52
ITPRIP	730	106	0
ITPRIPL1	0	0	0
ITPRIPL2	8	146	4
ITSN1	0	0	2028
ITSN2	22	422	8
IVD	2760	1072	2
IVL	0	0	0
IVNS1ABP	418	1474	14
IWS1	234	658	0
IYD	0	0	2
IZUMO1	0	0	6
IZUMO1R	0	0	2
IZUMO2	0	0	0
IZUMO3	0	0	0
IZUMO4	0	0	0
JADE1	142	46	14
JADE2	120	472	12
JADE3	2	0	0
JAG1	0	0	86
JAG2	0	0	0
JAGN1	310	370	682
JAK1	896	1922	12
JAK2	558	180	4
JAK3	568	820	856
JAKMIP1	0	40	10
JAKMIP2	0	0	0
JAKMIP2-AS1	0	0	0
JAKMIP3	0	1000	4
JAM2	0	562	4
JAM3	0	0	0
JARID2	76	98	398
JARID2-AS1	114	0	0
JAZF1	24	56	8
JAZF1-AS1	0	0	2
JCHAIN	1128	556	2
JDP2	18	104	12
JHDM1D-AS1	0	38	2
JKAMP	1038	1042	4
JMJD1C	362	66	14
JMJD1C-AS1	0	0	0
JMJD4	4	10	2
JMJD6	76	64	34
JMJD7	0	14	0
JMJD7-PLA2G4B	0	0	0
JMJD8	4	14	6
JMY	462	4	2
JOSD1	28	100	4
JOSD2	48	276	158
JPH1	0	0	0
JPH2	0	0	2
JPH3	2	0	2
JPH4	0	0	0
JPX	30	776	6
JRK	1240	166	30
JRKL	2	0	0
JRKL-AS1	0	0	784
JSRP1	0	0	0
JTB	2048	8664	32
JUN	0	0	10
JUNB	346	1304	14
JUND	548	468	466
JUP	0	0	2
KAAG1	0	0	6
KALRN	0	0	492
KANK1	42	114	22
KANK2	0	0	8
KANK3	0	0	0
KANK4	2	0	0
KANSL1	544	224	38
KANSL1-AS1	12	12	0
KANSL1L	26	6	0
KANSL2	50	752	0
KANSL3	22	10	0
KANTR	2	4	2
KARS	1870	1392	0
KAT2A	308	18	0
KAT2B	1418	1132	8
KAT5	0	76	0
KAT6A	270	226	8
KAT6B	0	600	6
KAT7	328	1122	2
KAT8	76	1010	4
KATNA1	16	74	58
KATNAL1	28	4	2
KATNAL2	0	0	0
KATNB1	614	706	0
KATNBL1	48	36	2
KATNBL1P6	6	0	0
KAZALD1	0	0	0
KAZN	170	0	6
KBTBD11	6	106	0
KBTBD11-OT1	0	0	0
KBTBD12	0	0	4
KBTBD13	0	0	0
KBTBD2	1370	482	8
KBTBD3	38	94	0
KBTBD4	0	0	0
KBTBD6	28	40	0
KBTBD7	6	166	8
KBTBD8	6	0	8
KC6	0	0	2
KCCAT198	0	0	0
KCCAT211	0	0	0
KCCAT333	0	0	2
KCMF1	128	222	24
KCNA1	0	0	16
KCNA10	0	0	0
KCNA2	0	0	0
KCNA3	38	268	12
KCNA4	0	0	0
KCNA5	0	0	0
KCNA6	10	0	4
KCNA7	16	0	0
KCNAB1	0	0	0
KCNAB1-AS1	0	0	0
KCNAB1-AS2	0	0	0
KCNAB2	264	240	408
KCNAB3	0	10	2
KCNB1	0	0	2
KCNB2	0	0	0
KCNC1	0	0	2
KCNC2	0	0	20
KCNC3	0	24	18
KCNC4	0	0	4
KCNC4-AS1	0	0	0
KCND1	0	0	0
KCND2	0	0	0
KCND3	0	0	2
KCND3-AS1	0	0	6
KCND3-IT1	0	0	0
KCNE1	0	0	2
KCNE2	0	0	0
KCNE3	200	1110	14
KCNE4	0	0	0
KCNE5	0	0	0
KCNF1	0	0	0
KCNG1	0	0	0
KCNG2	0	0	0
KCNG3	0	0	0
KCNG4	0	0	0
KCNH1	0	0	2
KCNH2	0	10	2
KCNH3	0	0	0
KCNH4	0	0	0
KCNH5	0	0	4
KCNH6	0	0	6
KCNH7	2	38	2
KCNH8	0	0	0
KCNIP1	0	0	10
KCNIP2	0	0	2
KCNIP2-AS1	0	0	0
KCNIP3	0	0	0
KCNIP4	0	0	0
KCNIP4-IT1	0	0	6
KCNJ1	0	0	2
KCNJ10	0	2	2
KCNJ11	0	0	178
KCNJ12	0	0	20
KCNJ13	0	30	0
KCNJ14	0	0	2
KCNJ15	110	162	4
KCNJ16	0	0	2
KCNJ18	0	0	0
KCNJ2	240	486	6
KCNJ2-AS1	0	0	0
KCNJ3	4	0	0
KCNJ4	0	0	0
KCNJ5	0	0	4
KCNJ6	0	2	228
KCNJ8	0	0	0
KCNJ9	0	0	4
KCNK1	56	0	0
KCNK10	0	0	12
KCNK12	0	12	0
KCNK13	0	4	0
KCNK15	0	0	2
KCNK16	0	0	8
KCNK17	0	0	0
KCNK18	0	0	0
KCNK2	0	0	2
KCNK3	0	0	0
KCNK4	0	0	0
KCNK5	0	0	10
KCNK6	66	834	136
KCNK7	0	0	8
KCNK9	0	0	4
KCNMA1	0	0	8
KCNMA1-AS1	0	0	4
KCNMA1-AS2	0	0	0
KCNMA1-AS3	0	0	4
KCNMB1	30	0	0
KCNMB2	0	0	0
KCNMB2-AS1	0	0	6
KCNMB3	0	0	0
KCNMB4	0	0	4
KCNN1	0	0	2
KCNN2	0	0	0
KCNN3	4	0	14
KCNN4	0	306	398
KCNQ1	30	96	6
KCNQ1-AS1	0	0	0
KCNQ1DN	0	0	2
KCNQ1OT1	22	324	1200
KCNQ2	0	0	2
KCNQ3	0	0	0
KCNQ4	0	0	2
KCNQ5	0	0	2
KCNQ5-AS1	0	0	0
KCNQ5-IT1	0	0	0
KCNRG	0	0	4
KCNS1	4	0	4
KCNS2	0	0	0
KCNS3	0	0	0
KCNT1	0	0	2
KCNT2	0	0	0
KCNU1	0	2	0
KCNV1	0	0	0
KCNV2	0	0	0
KCP	0	0	14
KCTD1	0	0	0
KCTD10	40	206	0
KCTD11	0	0	14
KCTD12	454	682	42
KCTD13	0	558	8
KCTD14	0	0	2
KCTD15	86	20	0
KCTD16	0	0	0
KCTD17	0	4	20
KCTD18	0	0	0
KCTD19	0	0	4
KCTD2	20	650	6
KCTD20	12	1254	42
KCTD21	30	0	6
KCTD21-AS1	0	0	0
KCTD3	0	0	0
KCTD4	0	0	0
KCTD5	104	214	6
KCTD6	42	0	0
KCTD7	2	0	10
KCTD8	0	0	0
KCTD9	2	0	0
KDELC1	0	0	0
KDELC2	0	2	0
KDELR1	110	148	8
KDELR2	118	638	0
KDELR3	0	0	6
KDF1	0	0	0
KDM1A	40	104	0
KDM1B	0	0	0
KDM2A	210	36	18
KDM2B	4	196	4
KDM3A	0	260	0
KDM3B	526	504	24
KDM4A	58	4	772
KDM4A-AS1	0	0	0
KDM4B	68	214	32
KDM4C	32	76	12
KDM4D	2	0	0
KDM4E	0	0	10
KDM5A	450	610	182
KDM5B	10	0	2
KDM5C	134	438	122
KDM5D	174	160	2
KDM6A	16	2	0
KDM6B	22	380	34
KDM7A	10	332	162
KDM8	4	198	0
KDR	0	0	0
KDSR	44	6	24
KEAP1	72	528	64
KEL	0	0	8
KERA	0	0	0
KGFLP1	0	0	0
KGFLP2	0	0	4
KHDC1	8	0	2
KHDC1L	0	0	2
KHDC3L	0	0	2
KHDRBS1	1284	308	30
KHDRBS2	0	0	42
KHDRBS3	0	0	2
KHK	0	0	0
KHNYN	256	250	18
KHSRP	32	10	4
KIAA0020	16	12	0
KIAA0040	214	1142	242
KIAA0087	0	0	0
KIAA0100	268	28	116
KIAA0101	0	0	2
KIAA0125	524	104	10
KIAA0141	24	16	22
KIAA0195	330	296	6
KIAA0196	8	100	0
KIAA0226	1188	4050	54
KIAA0226L	848	234	50
KIAA0232	134	68	52
KIAA0319	0	0	4
KIAA0319L	612	346	1742
KIAA0355	210	0	0
KIAA0368	92	428	4
KIAA0391	0	0	6
KIAA0408	0	0	0
KIAA0430	1450	614	206
KIAA0513	2462	2556	150
KIAA0556	8	6	6
KIAA0586	0	0	2
KIAA0753	0	0	6
KIAA0754	0	0	30
KIAA0825	0	2	28
KIAA0895	0	8	0
KIAA0895L	0	0	0
KIAA0907	356	642	2
KIAA0922	172	42	4
KIAA0930	862	892	328
KIAA1024	0	4	0
KIAA1024L	0	0	0
KIAA1033	0	6	2
KIAA1107	0	0	6
KIAA1109	6	2	10
KIAA1143	52	0	10
KIAA1147	44	0	2
KIAA1161	0	0	6
KIAA1191	110	60	10
KIAA1210	0	0	0
KIAA1211	0	0	2
KIAA1211L	44	32	4
KIAA1217	0	0	174
KIAA1257	0	0	0
KIAA1279	0	0	2
KIAA1324	4	510	8
KIAA1324L	0	12	4
KIAA1328	298	26	2
KIAA1407	0	0	6
KIAA1429	0	38	14
KIAA1456	0	0	0
KIAA1462	0	0	8
KIAA1467	130	0	24
KIAA1468	484	4	10
KIAA1522	0	0	2
KIAA1524	0	0	0
KIAA1549	0	42	4
KIAA1549L	0	0	16
KIAA1551	310	190	12
KIAA1586	0	22	0
KIAA1614	0	4	2
KIAA1644	0	0	4
KIAA1656	0	0	12
KIAA1671	0	0	10
KIAA1683	0	6	6
KIAA1715	84	0	8
KIAA1755	0	0	6
KIAA1804	0	0	0
KIAA1841	0	0	2
KIAA1875	62	0	20
KIAA1919	0	0	2
KIAA1958	0	0	58
KIAA2012	2	0	2
KIAA2013	78	176	16
KIAA2018	8	4	62
KIAA2022	0	0	2
KIAA2026	210	146	2
KIDINS220	8	186	2
KIF11	0	0	6
KIF12	0	0	8
KIF13A	54	190	20
KIF13B	422	106	22
KIF14	2	0	0
KIF15	0	0	4
KIF16B	0	2	6
KIF17	2	0	2
KIF18A	0	0	0
KIF18B	0	0	2
KIF19	0	0	2
KIF1A	0	0	12
KIF1B	44	402	12
KIF1C	0	18	2
KIF20A	0	0	6
KIF20B	0	28	2
KIF21A	0	0	6
KIF21B	772	1458	8
KIF22	122	858	174
KIF23	12	16	0
KIF24	0	0	0
KIF25	0	0	0
KIF25-AS1	0	0	2
KIF26A	0	0	3022
KIF26B	30	0	4
KIF27	32	30	0
KIF2A	1318	580	38
KIF2B	0	0	0
KIF2C	32	0	0
KIF3A	0	0	2
KIF3B	84	64	10
KIF3C	0	0	20
KIF4A	0	0	8
KIF4B	0	0	0
KIF5A	0	0	86
KIF5B	102	132	4
KIF5C	0	4	4
KIF6	0	0	3880
KIF7	0	0	0
KIF9	26	54	0
KIF9-AS1	0	0	6
KIFAP3	448	48	34
KIFC1	0	0	4
KIFC2	12	0	4
KIFC3	48	68	4
KIN	158	526	4
KIR2DL1	0	0	0
KIR2DL2	0	0	0
KIR2DL3	0	0	0
KIR2DL4	0	112	0
KIR2DL5A	0	0	0
KIR2DL5B	0	0	0
KIR2DS1	0	0	0
KIR2DS2	0	0	0
KIR2DS3	0	0	0
KIR2DS4	18	8	0
KIR2DS5	0	0	0
KIR3DL1	6	0	0
KIR3DL2	0	0	0
KIR3DL3	0	0	0
KIR3DS1	0	0	0
KIR3DX1	0	0	4
KIRREL	0	0	12
KIRREL2	0	0	0
KIRREL3	0	0	4
KIRREL3-AS2	0	0	4
KIRREL3-AS3	0	0	6
KISS1	0	0	0
KISS1R	0	4	0
KIT	0	0	0
KITLG	0	0	0
KIZ	164	42	0
KIZ-AS1	0	0	2
KL	0	0	0
KLB	0	0	14
KLC1	226	336	46
KLC2	0	0	0
KLC3	0	0	4
KLC4	0	0	60
KLF1	90	22	2
KLF10	0	124	2
KLF11	2	18	2
KLF12	1634	4254	1390
KLF13	82	174	96
KLF14	0	0	0
KLF15	0	0	0
KLF16	6	8	96
KLF17	0	0	0
KLF2	778	1012	86
KLF3	422	600	14
KLF3-AS1	0	0	6
KLF4	196	60	4
KLF5	0	0	2
KLF6	2816	8046	212
KLF7	164	296	34
KLF8	0	0	0
KLF9	38	0	2
KLHDC1	0	0	0
KLHDC10	174	4	4158
KLHDC2	42	1262	4
KLHDC3	102	250	4
KLHDC4	244	0	16
KLHDC7A	130	0	14
KLHDC7B	4	2	0
KLHDC8A	0	0	12
KLHDC8B	8	628	20
KLHDC9	0	0	2
KLHL1	0	0	6
KLHL10	0	0	0
KLHL11	0	18	6
KLHL12	138	260	6
KLHL13	0	0	0
KLHL14	0	0	0
KLHL15	24	546	8
KLHL17	0	0	0
KLHL18	14	66	32
KLHL2	14	178	2
KLHL20	4	0	0
KLHL21	576	552	0
KLHL22	0	0	6
KLHL23	0	0	0
KLHL24	0	24	2
KLHL25	2	0	4
KLHL26	216	0	0
KLHL28	154	254	40
KLHL29	0	0	2
KLHL3	8	0	2
KLHL30	0	0	0
KLHL31	0	0	4
KLHL32	2	0	2
KLHL33	0	0	4
KLHL34	0	0	0
KLHL35	0	0	2
KLHL36	84	176	8
KLHL38	0	0	0
KLHL4	0	0	2
KLHL40	0	0	0
KLHL41	20	0	0
KLHL42	152	0	0
KLHL5	34	66	2
KLHL6	0	196	10
KLHL6-AS1	0	46	0
KLHL7	342	220	0
KLHL7-AS1	0	0	0
KLHL8	18	2	60
KLHL9	412	488	0
KLK1	0	0	0
KLK10	0	0	4
KLK11	0	0	0
KLK12	0	0	0
KLK13	0	0	0
KLK14	0	0	0
KLK15	0	0	10
KLK2	0	0	0
KLK3	0	0	0
KLK4	8	0	0
KLK5	0	0	6
KLK6	0	0	0
KLK7	0	0	0
KLK8	0	0	4
KLK9	0	0	0
KLKB1	10	0	2
KLKP1	0	0	0
KLLN	0	0	0
KLRAP1	0	0	0
KLRB1	332	288	12
KLRC1	2	220	0
KLRC2	0	32	0
KLRC3	38	124	0
KLRC4	0	0	0
KLRC4-KLRK1	0	0	0
KLRD1	422	522	354
KLRF1	880	678	0
KLRF2	0	0	0
KLRG1	188	52	0
KLRG2	0	0	0
KLRK1	0	0	0
KMO	0	0	6
KMT2A	328	278	2
KMT2B	150	22	70
KMT2C	154	378	22
KMT2D	576	806	580
KMT2E	860	726	18
KMT2E-AS1	190	26	12
KNCN	0	0	4
KNDC1	0	0	8
KNG1	0	0	4
KNOP1	0	78	0
KNSTRN	4	0	0
KNTC1	0	0	8
KPNA1	1144	40	8
KPNA2	4	0	0
KPNA3	6	28	2
KPNA4	550	50	4
KPNA5	0	0	0
KPNA6	70	462	10
KPNA7	0	0	0
KPNB1	146	44	1050
KPRP	0	0	0
KPTN	0	64	0
KRAS	138	122	0
KRBA1	0	24	0
KRBA2	170	0	16
KRBOX1	0	0	2
KRBOX1-AS1	0	0	0
KRBOX4	0	4	2
KRCC1	70	6	0
KREMEN1	62	98	2
KREMEN2	0	0	8
KRI1	12	228	598
KRIT1	2	2	64
KRR1	46	152	0
KRT1	0	48	0
KRT10	446	734	180
KRT12	0	0	0
KRT13	0	0	0
KRT14	0	0	4
KRT15	0	0	2
KRT16	0	0	0
KRT16P1	0	0	0
KRT16P2	0	0	4
KRT16P3	0	0	0
KRT17	0	0	0
KRT17P5	0	0	0
KRT18	110	22	0
KRT18P55	0	0	2
KRT19	0	0	4
KRT19P2	0	0	0
KRT2	0	0	58
KRT20	0	0	0
KRT222	0	0	0
KRT23	234	730	6
KRT24	0	0	8
KRT25	0	0	0
KRT26	0	0	0
KRT27	0	0	0
KRT28	0	0	0
KRT3	0	0	4
KRT31	0	0	0
KRT32	0	0	214
KRT33A	0	0	0
KRT33B	0	0	6
KRT34	0	0	0
KRT35	0	0	14
KRT36	0	0	2
KRT37	0	0	0
KRT38	0	0	0
KRT39	0	0	0
KRT4	0	0	0
KRT40	0	0	0
KRT42P	0	2	6
KRT5	0	0	8
KRT6A	26	0	4
KRT6B	2	0	0
KRT6C	0	0	6
KRT7	0	0	12
KRT71	0	0	0
KRT72	96	0	18
KRT73	0	0	0
KRT73-AS1	0	0	8
KRT74	8	0	6
KRT75	0	0	0
KRT76	0	0	0
KRT77	0	0	2
KRT78	0	0	0
KRT79	0	0	0
KRT8	6	0	12
KRT80	0	0	2
KRT81	0	0	6
KRT82	0	0	0
KRT83	0	0	0
KRT84	0	0	2
KRT85	0	0	0
KRT86	2	0	8
KRT8P41	0	0	0
KRT9	0	0	0
KRTAP1-1	0	0	0
KRTAP1-3	0	0	8
KRTAP1-4	0	0	0
KRTAP1-5	0	0	0
KRTAP10-1	0	0	0
KRTAP10-10	0	0	0
KRTAP10-11	0	0	0
KRTAP10-12	0	0	0
KRTAP10-2	0	0	6
KRTAP10-3	0	0	0
KRTAP10-4	0	0	12
KRTAP10-5	0	0	2
KRTAP10-6	0	0	0
KRTAP10-7	0	0	0
KRTAP10-8	0	0	6
KRTAP10-9	0	0	0
KRTAP11-1	0	0	0
KRTAP12-1	0	0	0
KRTAP12-2	0	0	6
KRTAP12-3	0	0	0
KRTAP12-4	0	0	0
KRTAP13-1	0	0	0
KRTAP13-2	0	0	0
KRTAP13-3	0	0	0
KRTAP13-4	0	0	0
KRTAP15-1	0	0	0
KRTAP16-1	0	0	0
KRTAP17-1	0	0	0
KRTAP19-1	0	0	0
KRTAP19-2	0	0	0
KRTAP19-3	0	0	0
KRTAP19-4	0	0	0
KRTAP19-5	0	0	0
KRTAP19-6	0	0	0
KRTAP19-7	0	0	0
KRTAP19-8	0	0	0
KRTAP2-1	0	0	0
KRTAP2-2	0	0	0
KRTAP2-3	0	0	0
KRTAP2-4	0	0	0
KRTAP20-1	0	0	0
KRTAP20-2	0	0	0
KRTAP20-3	0	0	0
KRTAP20-4	0	0	0
KRTAP21-1	0	0	0
KRTAP21-2	0	0	0
KRTAP21-3	0	0	0
KRTAP22-1	0	0	0
KRTAP22-2	0	0	0
KRTAP23-1	0	0	2
KRTAP24-1	0	0	0
KRTAP25-1	0	0	0
KRTAP26-1	0	0	2
KRTAP27-1	0	0	0
KRTAP29-1	0	0	4
KRTAP3-1	0	0	0
KRTAP3-2	0	0	4
KRTAP3-3	0	0	0
KRTAP4-1	0	0	0
KRTAP4-11	0	0	0
KRTAP4-12	0	0	0
KRTAP4-2	0	0	0
KRTAP4-3	0	0	0
KRTAP4-4	0	0	0
KRTAP4-5	0	0	0
KRTAP4-6	0	0	0
KRTAP4-7	0	0	8
KRTAP4-8	0	0	0
KRTAP4-9	0	0	0
KRTAP5-1	0	0	0
KRTAP5-10	0	0	2
KRTAP5-11	0	0	0
KRTAP5-2	0	0	0
KRTAP5-3	0	0	0
KRTAP5-4	0	0	0
KRTAP5-5	0	0	0
KRTAP5-6	0	0	0
KRTAP5-7	0	0	0
KRTAP5-8	0	0	2
KRTAP5-9	0	0	0
KRTAP5-AS1	0	0	0
KRTAP6-1	0	0	2
KRTAP6-2	0	0	0
KRTAP6-3	0	0	0
KRTAP7-1	0	0	0
KRTAP8-1	0	0	0
KRTAP9-1	0	0	0
KRTAP9-2	0	0	2
KRTAP9-3	0	0	0
KRTAP9-4	0	0	0
KRTAP9-6	0	0	0
KRTAP9-7	0	0	0
KRTAP9-8	0	0	0
KRTAP9-9	0	0	2
KRTCAP2	398	328	64
KRTCAP3	0	0	0
KRTDAP	0	0	0
KSR1	0	8	0
KSR2	0	0	2
KTI12	0	0	0
KTN1	58	272	0
KTN1-AS1	0	0	0
KU-MEL-3	0	0	6
KXD1	512	554	620
KY	0	4	12
KYNU	46	246	0
L1CAM	0	0	12
L1TD1	0	0	0
L2HGDH	2	0	0
L3HYPDH	2	156	0
L3MBTL1	0	0	2
L3MBTL2	10	146	60108
L3MBTL3	188	146	2
L3MBTL4	0	0	4
L3MBTL4-AS1	0	0	0
LACAT8	0	0	0
LACC1	0	0	0
LACE1	0	80	6
LACRT	0	0	0
LACTB	502	476	6
LACTB2	0	32	22
LACTB2-AS1	0	0	2
LACTBL1	0	0	2
LAD1	0	0	0
LAG3	0	8	2
LAGE3	506	384	1078
LAIR1	12	94	0
LAIR2	42	204	684
LALBA	0	0	0
LAMA1	0	0	10
LAMA2	0	0	2
LAMA3	0	0	10
LAMA4	0	0	2
LAMA5	12	0	14
LAMA5-AS1	0	0	0
LAMB1	0	0	0
LAMB2	0	0	20
LAMB2P1	0	0	0
LAMB3	0	0	0
LAMB4	0	0	8
LAMC1	0	0	16
LAMC2	0	0	16
LAMC3	0	0	2
LAMP1	158	46	448
LAMP2	110	844	8
LAMP3	0	0	2
LAMP5	0	8	8
LAMP5-AS1	0	0	0
LAMTOR1	2400	5610	60
LAMTOR2	458	1510	2
LAMTOR3	30	744	4
LAMTOR4	7142	11726	14314
LAMTOR5	3432	2244	328
LAMTOR5-AS1	0	0	0
LANCL1	20	64	2
LANCL1-AS1	2	0	0
LANCL2	2	20	0
LANCL3	0	0	2
LAP3	726	2010	2
LAPTM4A	92	710	22
LAPTM4B	4	162	0
LAPTM5	20536	44184	5118
LARGE	0	0	0
LARGE-AS1	80	0	2
LARP1	286	1310	128
LARP1B	4	0	2
LARP4	94	30	2
LARP4B	68	654	6
LARP6	0	0	0
LARP7	338	212	44
LARS	80	4	12
LARS2	12	0	10
LARS2-AS1	0	0	4
LAS1L	440	56	0
LASP1	2192	690	830
LAT	412	1110	566
LAT2	1836	3066	132
LATS1	16	0	8
LATS2	18	60	0
LAX1	120	178	6
LAYN	0	0	0
LBH	572	2276	166
LBHD1	0	0	0
LBP	0	0	0
LBR	390	754	112
LBX1	0	0	0
LBX1-AS1	0	0	0
LBX2	0	0	0
LBX2-AS1	0	0	0
LCA10	0	0	0
LCA5	0	0	14
LCA5L	0	0	0
LCAT	12	104	2
LCE1A	0	0	0
LCE1B	0	0	0
LCE1C	0	0	0
LCE1D	0	0	0
LCE1E	0	0	0
